id,re_x,re_y
IS481_RS01800,880.17,820.0
IS481_RS01805,1631.33,1730.08
IS481_RS01810,1246.0,869.5
IS481_RS01815,1627.33,2024.5
IS481_RS01820,1430.0,388.0
IS481_RS01825,663.5,222.0
IS481_RS01830,3426.83,3404.75
IS481_RS01835,18782.0,14868.33
IS481_RS01840,2109.0,1713.33
IS481_RS01845,1674.0,1774.67
IS481_RS01850,438.33,717.17
IS481_RS01855,473.83,573.33
IS481_RS01860,1294.83,1582.33
IS481_RS01865,4778.83,9378.0
IS481_RS01870,638.5,492.5
IS481_RS01875,1146.83,541.33
IS481_RS01880,8740.67,6288.83
IS481_RS01885,10472.67,9432.0
IS481_RS01890,2298.5,3448.33
IS481_RS01895,2507.83,18778.33
IS481_RS01900,2252.0,2357.5
IS481_RS01905,4607.0,8962.33
IS481_RS01910,15160.25,25913.0
IS481_RS01915,992.83,518.83
IS481_RS01920,1700.92,4073.0
IS481_RS01925,2752.17,3854.0
IS481_RS01930,3902.83,6227.83
IS481_RS01935,4668.17,6395.17
IS481_RS01940,1032.83,1703.33
IS481_RS01945,1979.5,1728.0
IS481_RS01950,8572.42,9370.5
IS481_RS01955,17855.5,19680.83
IS481_RS01960,6556.25,5406.0
IS481_RS01965,1657.0,1219.33
IS481_RS01970,2843.5,2336.0
IS481_RS01975,2129.58,2009.0
IS481_RS01980,9603.33,10984.33
IS481_RS01985,1612.83,1521.58
IS481_RS01990,347.33,395.67
IS481_RS01995,5143.83,1432.67
IS481_RS02000,82.5,88.33
IS481_RS02005,312.0,549.58
IS481_RS02010,428.0,985.83
IS481_RS02015,260.5,313.33
IS481_RS02020,3824.5,3677.17
IS481_RS02025,2483.42,2205.33
IS481_RS02030,4339.0,2438.5
IS481_RS02040,3433.83,2736.17
IS481_RS02045,13244.0,11764.0
IS481_RS02050,3438.67,3080.42
IS481_RS02055,1529.5,1792.67
IS481_RS02060,6255.5,4897.67
IS481_RS02065,2597.83,3716.5
IS481_RS02070,523.67,397.5
IS481_RS02075,2022.33,1216.67
IS481_RS02080,6832.17,1083.08
IS481_RS02085,32414.5,7099.42
IS481_RS02090,15841.33,3130.0
IS481_RS02095,8408.17,2370.17
IS481_RS02100,8163.58,1770.17
IS481_RS02105,10798.25,15520.17
IS481_RS02110,9164.0,8889.5
IS481_RS02115,8950.5,7143.0
IS481_RS02120,14952.67,11382.17
IS481_RS02125,6726.0,4822.83
IS481_RS02130,19854.58,21504.33
IS481_RS02135,11452.0,10786.5
IS481_RS02140,2258.17,2744.17
IS481_RS02145,14127.83,17296.0
IS481_RS02150,2587.58,4964.5
IS481_RS02155,2617.5,3667.5
IS481_RS02160,3085.0,4532.83
IS481_RS02170,1675.0,890.5
IS481_RS02175,526.5,274.5
IS481_RS02180,2738.5,970.5
IS481_RS02185,2302.0,1640.0
IS481_RS02190,8539.0,14283.0
IS481_RS02195,3523.5,4707.0
IS481_RS02200,2087.5,1498.83
IS481_RS02205,777.5,32690.17
IS481_RS02210,6745.0,3402.0
IS481_RS02215,2769.17,725.83
IS481_RS02220,1689.5,1277.67
IS481_RS02225,644.5,595.83
IS481_RS02230,3282.25,3118.92
IS481_RS02235,4951.83,3005.83
IS481_RS02240,1157.33,1449.83
IS481_RS02245,2513.33,2937.33
IS481_RS02250,2370.33,3008.67
IS481_RS02255,6140.75,7268.33
IS481_RS02260,919.33,1015.17
IS481_RS02265,4242.08,2604.5
IS481_RS02270,388.33,490.5
IS481_RS02275,3007.83,4033.83
IS481_RS02280,2517.5,1715.75
IS481_RS02285,382.5,352.33
IS481_RS02295,565.83,714.67
IS481_RS02305,321.0,459.0
IS481_RS02310,1551.83,1735.83
IS481_RS02315,2276.0,1908.67
IS481_RS02320,3165.0,2490.17
IS481_RS02325,118.5,322.0
IS481_RS02330,556.58,1273.17
IS481_RS02335,2275.0,5310.0
IS481_RS02340,1319.83,3626.33
IS481_RS02345,5633.0,7291.42
IS481_RS02350,136.5,109.0
IS481_RS02355,832.5,778.0
IS481_RS02360,5683.83,6398.67
IS481_RS02365,623.17,2854.5
IS481_RS02370,21595.33,135550.08
IS481_RS02375,4316.17,41462.0
IS481_RS02380,10960.83,9231.17
IS481_RS02385,11262.83,38086.33
IS481_RS02390,1473.5,6734.83
IS481_RS02395,199.0,236.0
IS481_RS02400,277.75,262.83
IS481_RS02405,142.25,118.0
IS481_RS02410,340.5,291.5
IS481_RS02415,39.5,64.33
IS481_RS02420,63.83,57.0
IS481_RS02425,164.33,172.33
IS481_RS02430,2678.5,3103.33
IS481_RS02435,621.5,681.83
IS481_RS02440,47.83,70.0
IS481_RS02445,84.0,99.33
IS481_RS02450,83.0,99.17
IS481_RS02455,113.67,110.5
IS481_RS02460,3263.5,1254.67
IS481_RS02465,2482.0,7763.17
IS481_RS02470,1175.67,246.5
IS481_RS02475,69249.33,7397.83
IS481_RS02480,12743.5,876.5
IS481_RS02485,1207.58,799.33
IS481_RS02490,3319.33,1919.83
IS481_RS02495,151.5,96.17
IS481_RS02500,190.33,137.17
IS481_RS02505,1438.33,987.5
IS481_RS02510,430.5,349.5
IS481_RS02515,8081.33,3240.33
IS481_RS02520,1460.5,1319.5
IS481_RS02525,2134.83,1321.25
IS481_RS02530,385.0,611.0
IS481_RS02535,306.0,372.83
IS481_RS02540,419.0,406.0
IS481_RS02545,891.25,904.25
IS481_RS02550,2543.0,1169.0
IS481_RS02555,1130.67,233.0
IS481_RS02560,726.83,1863.0
IS481_RS02565,399.33,388.5
IS481_RS02570,338.25,289.0
IS481_RS02575,2114.5,1103.0
IS481_RS02580,372.83,159.0
IS481_RS02585,252.0,228.83
IS481_RS02590,333.0,281.25
IS481_RS02595,1610.5,1010.42
IS481_RS02600,1827.0,2915.0
IS481_RS02605,2784.25,4490.67
IS481_RS02610,2692.67,2742.87
IS481_RS02620,523.42,513.5
IS481_RS02625,440.5,605.33
IS481_RS02630,4987.0,4810.33
IS481_RS02635,2438.5,2633.0
IS481_RS02640,16039.5,19523.67
IS481_RS02645,5576.83,5746.58
IS481_RS02650,4891.17,9019.33
IS481_RS02655,9286.0,12430.92
IS481_RS02660,3670.33,2852.0
IS481_RS02665,3977.0,4681.33
IS481_RS02670,13254.92,9062.5
IS481_RS02675,3515.0,2175.67
IS481_RS02680,2030.83,1275.5
IS481_RS02685,1759.33,1355.0
IS481_RS02690,3083.5,2034.75
IS481_RS02695,12298.17,4671.67
IS481_RS02700,1238.33,681.17
IS481_RS02705,3313.0,753.67
IS481_RS02710,9455.5,4072.0
IS481_RS02715,6220.25,4671.25
IS481_RS02720,9174.67,8876.58
IS481_RS02725,12467.5,21943.42
IS481_RS02730,6866.17,10628.83
IS481_RS02735,5222.83,6666.5
IS481_RS02740,5251.33,6662.83
IS481_RS02745,274.67,335.5
IS481_RS02750,1315.33,1267.67
IS481_RS02755,1688.42,1106.08
IS481_RS02760,223.83,111.25
IS481_RS02765,958.75,423.67
IS481_RS02770,3064.0,4366.92
IS481_RS02780,777.0,368.17
IS481_RS02785,442.5,323.0
IS481_RS02790,303.5,189.0
IS481_RS02795,116.83,83.33
IS481_RS02800,93.5,93.17
IS481_RS02805,122.0,137.0
IS481_RS02810,1054.5,653.17
IS481_RS02815,507.67,362.67
IS481_RS02820,509.5,295.92
IS481_RS02825,197.83,103.0
IS481_RS02830,420.67,258.0
IS481_RS02835,377.08,259.33
IS481_RS02840,555.08,364.17
IS481_RS02845,367.5,247.33
IS481_RS02850,231.67,118.17
IS481_RS02855,73.33,39.53
IS481_RS02860,449.83,236.5
IS481_RS02865,410.5,269.83
IS481_RS02870,472.0,267.67
IS481_RS02875,296.08,204.83
IS481_RS02880,266.5,202.0
IS481_RS02885,182.5,150.0
IS481_RS02890,114.33,93.83
IS481_RS02895,152.83,112.0
IS481_RS02900,52.5,37.83
IS481_RS02905,2299.83,704.33
IS481_RS02910,435.0,91.5
IS481_RS02915,839.17,249.0
IS481_RS02920,1090.33,274.67
IS481_RS02925,1075.0,1035.0
IS481_RS02930,148.0,93.5
IS481_RS02935,74.5,76.5
IS481_RS02940,36.17,34.83
IS481_RS02945,239.83,165.0
IS481_RS02950,303.83,295.83
IS481_RS02955,614.67,404.5
IS481_RS02960,144.5,136.58
IS481_RS02965,417.83,340.83
IS481_RS02970,259.5,203.92
IS481_RS02975,61.33,68.5
IS481_RS02980,351.67,340.17
IS481_RS02985,1228.0,534.83
IS481_RS02990,4565.5,1271.33
IS481_RS02995,78.17,71.0
IS481_RS03000,374.17,270.17
IS481_RS03005,247.17,168.83
IS481_RS03010,453.5,245.17
IS481_RS03015,15013.33,7874.33
IS481_RS03020,832.5,2809.67
IS481_RS03025,516.25,1731.0
IS481_RS03030,8459.75,5363.33
IS481_RS03035,5432.17,3193.67
IS481_RS03040,2093.33,1087.0
IS481_RS03045,3478.5,666.17
IS481_RS03050,504.83,107.83
IS481_RS03055,1061.67,329.5
IS481_RS03060,4534.33,635.83
IS481_RS03065,2101.0,416.5
IS481_RS03070,3070.5,2065.83
IS481_RS03075,3921.83,2825.67
IS481_RS03080,5411.83,9457.33
IS481_RS03085,3463.67,1747.33
IS481_RS03090,436.5,441.83
IS481_RS03095,3691.17,1916.83
IS481_RS03100,1840.17,1002.17
IS481_RS03105,3784.83,2337.0
IS481_RS03110,5294.75,3468.25
IS481_RS03115,1893.5,1332.25
IS481_RS03120,2965.33,2224.0
IS481_RS03125,12478.25,6387.33
IS481_RS03130,3411.67,1489.17
IS481_RS03135,2871.83,1050.67
IS481_RS03140,328.5,268.0
IS481_RS03145,99.08,155.5
IS481_RS03150,167.33,221.67
IS481_RS03155,1463.33,1774.33
IS481_RS03160,353.5,334.17
IS481_RS03165,249.83,154.5
IS481_RS03170,299.5,232.83
IS481_RS03175,239.67,225.0
IS481_RS03180,1056.5,678.83
IS481_RS03185,202.33,156.83
IS481_RS03190,460.33,321.83
IS481_RS03195,635.08,438.67
IS481_RS03200,366.25,189.17
IS481_RS03205,287.33,153.33
IS481_RS03210,1683.17,1752.17
IS481_RS03215,2639.33,2873.17
IS481_RS03220,984.5,1084.5
IS481_RS03225,1606.33,1302.08
IS481_RS03230,5151.17,1623.17
IS481_RS03235,5822.83,6914.5
IS481_RS03240,3031.83,3950.83
IS481_RS03245,7551.33,332.33
IS481_RS03250,1846.5,1713.67
IS481_RS03255,4893.83,6386.33
IS481_RS03260,1125.0,1018.17
IS481_RS03265,416.5,560.17
IS481_RS03270,1078.92,1037.83
IS481_RS03275,4718.33,3894.5
IS481_RS03280,4625.33,2853.17
IS481_RS03285,8031.0,5463.83
IS481_RS03290,6119.83,5427.0
IS481_RS03295,1764.33,1343.0
IS481_RS03300,2527.17,2486.17
IS481_RS03305,6370.67,15739.0
IS481_RS03310,1264.0,1152.33
IS481_RS03315,3512.83,3582.83
IS481_RS03320,1290.03,1384.83
IS481_RS03325,1979.0,1586.67
IS481_RS03330,4372.42,3721.83
IS481_RS03335,2441.5,2494.83
IS481_RS03340,3938.83,3460.67
IS481_RS03345,4700.33,3933.5
IS481_RS03350,2671.0,2523.33
IS481_RS03355,5616.5,7077.67
IS481_RS03360,5367.33,5219.5
IS481_RS03365,10734.5,15265.17
IS481_RS03370,355.5,890.33
IS481_RS03375,3720.83,4416.83
IS481_RS03380,9873.5,10644.83
IS481_RS03385,1467.5,806.0
IS481_RS03390,7404.67,7253.17
IS481_RS03395,6775.67,48255.08
IS481_RS03400,4638.67,4664.42
IS481_RS03405,7949.0,5696.83
IS481_RS03410,18593.0,16809.75
IS481_RS03415,486.5,1216.83
IS481_RS03420,4305.08,3012.67
IS481_RS03425,1998.42,1210.67
IS481_RS03430,993.08,1239.25
IS481_RS03435,9580.75,9398.83
IS481_RS03440,2767.17,1996.17
IS481_RS03445,1962.0,1843.83
IS481_RS03450,6385.33,5621.83
IS481_RS03455,3510.33,3875.33
IS481_RS03460,2909.33,2321.5
IS481_RS03465,2328.67,1872.83
IS481_RS03470,3797.5,4080.0
IS481_RS03475,194.5,169.33
IS481_RS03480,5930.17,5241.33
IS481_RS03485,12058.33,13495.58
IS481_RS03490,18606.83,20703.5
IS481_RS03495,5658.5,8000.42
IS481_RS03500,9266.75,13290.58
IS481_RS03505,5814.5,9950.17
IS481_RS03510,23026.58,29586.25
IS481_RS03515,6475.0,5676.92
IS481_RS03520,14973.5,8518.58
IS481_RS03525,10791.83,6760.92
IS481_RS03530,2369.17,1799.83
IS481_RS03535,549.5,505.0
IS481_RS03540,25812.08,40431.0
IS481_RS03545,7155.83,12325.92
IS481_RS03550,11398.83,6526.0
IS481_RS03555,4879.5,3155.67
IS481_RS03560,4351.0,3101.67
IS481_RS03565,5062.17,4124.67
IS481_RS03570,6556.0,5466.75
IS481_RS03575,3438.5,2688.42
IS481_RS03580,3840.0,7140.67
IS481_RS03585,9281.0,14726.0
IS481_RS03590,5514.5,9555.67
IS481_RS03595,6947.33,15230.0
IS481_RS03600,3684.67,6362.0
IS481_RS03605,884.33,843.0
IS481_RS03610,939.5,672.33
IS481_RS03615,2801.33,2494.67
IS481_RS03620,4030.75,3070.5
IS481_RS03625,5315.53,5465.67
IS481_RS03630,4165.0,3756.5
IS481_RS03635,1616.83,1358.17
IS481_RS03640,4854.83,2935.0
IS481_RS03645,498.67,385.5
IS481_RS03650,1583.33,914.17
IS481_RS03655,5175.83,3278.7
IS481_RS03660,1850.75,5221.08
IS481_RS03665,10328.0,18549.67
IS481_RS03670,2011.17,2008.67
IS481_RS03675,1241.67,1539.33
IS481_RS03680,3431.33,5949.08
IS481_RS03685,12298.17,11517.0
IS481_RS03690,1044.33,697.33
IS481_RS03695,8206.33,11366.5
IS481_RS03700,6406.17,9978.33
IS481_RS03705,10304.33,16227.17
IS481_RS03710,5310.33,7478.0
IS481_RS03715,5805.17,7478.0
IS481_RS03720,1099.33,609.0
IS481_RS03725,756.0,533.5
IS481_RS03730,18452.33,6561.0
IS481_RS03735,36306.67,23039.92
IS481_RS03740,7657.17,6031.75
IS481_RS03745,5608.17,8239.17
IS481_RS03750,1146.67,3013.08
IS481_RS03755,3166.17,7034.42
IS481_RS03760,7607.0,5727.67
IS481_RS03765,1322.5,748.17
IS481_RS03770,5491.17,2234.83
IS481_RS03775,1613.0,912.5
IS481_RS03780,5696.5,3106.08
IS481_RS03785,2262.17,1218.58
IS481_RS03790,780.5,853.5
IS481_RS03795,3009.5,3279.75
IS481_RS03800,2160.33,2400.83
IS481_RS03805,4240.67,4855.58
IS481_RS03810,13416.67,20486.25
IS481_RS03815,20300.75,30766.5
IS481_RS03820,4461.83,2973.17
IS481_RS03825,6706.67,9390.0
IS481_RS03830,85317.83,36190.33
IS481_RS03835,28676.67,13069.0
IS481_RS03840,2719.0,1659.17
IS481_RS03845,11309.33,5982.83
IS481_RS03850,7885.75,4623.5
IS481_RS03855,8331.0,9090.75
IS481_RS03860,7270.92,6727.83
IS481_RS03865,2847.83,2112.33
